anime_id,name,genre,type,episodes,rating,members
4874,pokemon  pikachu no fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.7,8135.0
30103,precure all stars movie  haru no carnival    ima koko kara,"Fantasy, Magic, Music, Shoujo",Music,1,6.7,501.0
15781,puchimas   petit idolm ster episode 0,"Comedy, Music, Slice of Life",OVA,1,6.7,3038.0
10611,r 15,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.7,53617.0
23,ring ni kakero 1,"Action, Shounen, Sports",TV,12,6.7,2224.0
23581,romeo no aoi sora specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.7,297.0
33173,sansha sanyou specials,"Comedy, School, Slice of Life",Special,3,6.7,2177.0
472,to heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.7,16757.0
1980,trava  fist planet,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,8535.0
7839,ufo robo grendizer  akai yuuhi no taiketsu,"Mecha, Sci-Fi",Movie,1,6.7,252.0
20613,viva namida,Music,Music,1,6.7,2376.0
32601,12 sai   chicchana mune no tokimeki,"Romance, School, Shoujo",TV,12,6.69,12768.0
4744,akaneiro ni somaru saka,"Comedy, Harem, Romance, School",TV,12,6.69,91453.0
10516,anemone,"Drama, Magic, Supernatural",OVA,1,6.69,2466.0
6533,atarashii sekai,Music,Music,1,6.69,1477.0
375,bannou bunka neko musume  1998 ,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,4038.0
6511,beast wars neo,"Action, Adventure, Mecha, Shounen, Super Power",TV,35,6.69,1366.0
2801,candy candy  haru no yobigoe,"Drama, Shoujo, Slice of Life",Movie,1,6.69,967.0
119,final approach,"Comedy, Drama, Romance, Slice of Life",TV,13,6.69,24902.0
241,girls bravo  first season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,11,6.69,84395.0
32511,girls und panzer  nihon senshadou renmei news,Comedy,Special,2,6.69,1134.0
973,glass no kantai  la legende du vent de l  039 univers,"Adventure, Sci-Fi",TV,24,6.69,8052.0
3190,guitar wo motta shounen  kikaider vs  inazuman,"Sci-Fi, Shounen",Special,1,6.69,678.0
863,joshikousei  girl  039 s high,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,6.69,22982.0
2211,jumping,Adventure,Movie,1,6.69,2341.0
1572,jungle taitei,"Adventure, Kids, Shounen",TV,52,6.69,3067.0
1658,karakuri no kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1,6.69,2884.0
10076,kämpfer für die liebe,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,6.69,37047.0
412,kore ga watashi no goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,57646.0
1810,kyoushirou to towa no sora,"Drama, Magic, Romance, Shounen",TV,12,6.69,28280.0
9936,maken ki ,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12,6.69,104182.0
7103,miracle train  oedo sen e youkoso,"Fantasy, Shoujo",TV,13,6.69,13898.0
2456,mori no densetsu,"Adventure, Drama, Fantasy, Music",Movie,1,6.69,1032.0
9774,morita san wa mukuchi,"Comedy, School, Slice of Life",OVA,1,6.69,6636.0
4112,mouse and his child,Adventure,Movie,1,6.69,211.0
4961,mushrambo  2008 ,"Action, Adventure, Fantasy, Sci-Fi",OVA,2,6.69,831.0
1350,parasite dolls,"Action, Mecha, Police, Sci-Fi",OVA,3,6.69,6156.0
6428,psychoarmor govarian,"Action, Mecha, Sci-Fi, Super Power",TV,26,6.69,352.0
14921,rdg  red data girl,"Fantasy, Magic",TV,12,6.69,67100.0
5636,restol  special rescue team,"Action, Adventure, Mecha, Police",TV,26,6.69,284.0
31716,rewrite,"Action, Comedy, Romance, School, Supernatural",TV,13,6.69,71545.0
10073,seikon no qwaser ii,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168.0
8248,soukou kihei votoms  case  irvine,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.69,1710.0
1005,star ocean ex,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024.0
979,street fighter zero the animation,"Action, Drama, Martial Arts, Shounen, Super Power",Movie,1,6.69,10118.0
22335,teekyuu 3 specials,"Comedy, School, Shounen, Sports",Special,2,6.69,4932.0
925,transformers headmasters,"Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768.0
744,trouble chocolate,"Comedy, Romance, Sci-Fi, Shounen",TV,20,6.69,2747.0
6137,tsuki no waltz,Music,Music,1,6.69,1499.0
7160,yoroshiku mechadock,"Action, Cars, Comedy, Police, Sports",TV,30,6.69,346.0
3812,yume no hoshi no button nose,"Adventure, Kids",TV,26,6.69,400.0
3003,yumedamaya kidan,"Drama, Fantasy",Special,1,6.69,1957.0
2356,amon  devilman mokushiroku,"Demons, Horror, Psychological, Supernatural",OVA,1,6.68,7706.0
10693,appleseed xiii remix movie 2  yogen,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.68,2423.0
16518,arata kangatari,"Adventure, Fantasy, Shounen",TV,12,6.68,38819.0
32866,brave witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,6.68,19544.0
11103,busou shinki moon angel,"Action, Sci-Fi",ONA,10,6.68,9743.0
6383,chargeman ken ,"Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427.0
289,comic party,"Comedy, Drama",TV,13,6.68,12988.0
706,comic party revolution,"Comedy, Drama",TV,13,6.68,6690.0
1676,cosmo warrior zero,"Action, Adventure, Military, Sci-Fi, Space",TV,13,6.68,2613.0
1661,cutey honey,"Action, Adventure, School, Sci-Fi",TV,25,6.68,6596.0
1178,detonator orgun,"Action, Mecha, Sci-Fi",OVA,3,6.68,2809.0
11385,digimon xros wars  toki wo kakeru shounen hunter tachi,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,6.68,11963.0
365,fake,"Comedy, Mystery, Police, Romance, Shounen Ai",OVA,1,6.68,10926.0
29255,ghost in the shell arise episode    jp ,Action,Special,1,6.68,2209.0
7112,ginga tetsudou no yoru  fantasy railroad in the stars,"Drama, Fantasy, Mystery",Movie,1,6.68,1062.0
31675,haikyuu   quest picture drama,"Comedy, Fantasy, Game, Shounen",OVA,3,6.68,3297.0
19255,hyakka ryouran  samurai bride specials,"Comedy, Ecchi",Special,6,6.68,6337.0
1694,idolm ster xenoglossia,"Action, Comedy, Mecha, Sci-Fi",TV,26,6.68,15338.0
17831,inu to hasami wa tsukaiyou,"Comedy, Supernatural",TV,12,6.68,69526.0
23711,kakumei no wakaki sora,"Drama, Historical",OVA,1,6.68,379.0
7875,kanokon  manatsu no dai shanikusai specials,Ecchi,Special,2,6.68,10513.0
10016,kizuna ichigeki,"Comedy, Martial Arts",Movie,1,6.68,4128.0
2568,kojika monogatari,Drama,TV,52,6.68,291.0
9754,kuragehime  eiyuu retsuden ,"Comedy, Josei, Slice of Life",Special,4,6.68,9748.0
4439,kurenai sanshirou,"Action, Martial Arts, Sports",TV,26,6.68,603.0
6796,kyuukyoku choujin r,"Comedy, Sci-Fi",OVA,1,6.68,492.0
3823,little lulu to chicchai nakama,"Comedy, Kids, Slice of Life",TV,26,6.68,363.0
21451,nihonbashi koukashita r keikaku,Music,Music,1,6.68,1325.0
11083,nurarihyon no mago  sennen makyou recaps,"Action, Demons, Shounen, Supernatural",Special,2,6.68,7095.0
5957,nyoro n churuya san,Comedy,ONA,13,6.68,21340.0
12671,pokemon best wishes  season 2  kyurem vs  seikenshi,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.68,14498.0
8438,pokemon ranger  hikari no kiseki,"Adventure, Comedy, Fantasy, Kids",Special,2,6.68,4770.0
4794,pokemon  pikachu no dokidoki kakurenbo,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.68,7539.0
564,puni puni poemii,"Comedy, Magic, Sci-Fi, Shounen",OVA,2,6.68,21987.0
21497,sengoku musou sp  sanada no shou,"Action, Historical, Samurai",Special,1,6.68,3804.0
12267,takara sagashi,"Adventure, Fantasy, Kids",Movie,1,6.68,533.0
2686,tetsujin 28 gou,"Adventure, Mecha, Sci-Fi, Shounen",TV,96,6.68,1194.0
33341,time travel shoujo  mari waka to 8 nin no kagakusha tachi,"Adventure, Sci-Fi",TV,12,6.68,9248.0
8108,tottoko hamtarou movie 3  ham ham grand prix aurora tani no kiseki   ribon chan kiki ippatsu ,"Adventure, Comedy, Kids",Movie,1,6.68,1028.0
7568,umineko no naku koro ni specials,"Comedy, Parody",Special,26,6.68,10913.0
1986,wakusei robo danguard ace,"Mecha, Sci-Fi, Shounen",TV,56,6.68,488.0
155,x 1999,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,6.68,23038.0
2729,x²  double x,"Drama, Music, Shoujo",Music,1,6.68,2976.0
3295,yatterman,"Adventure, Comedy, Parody",TV,60,6.68,2169.0
1894,yu gi oh   hikari no pyramid,"Adventure, Comedy, Fantasy, Game",Movie,1,6.68,37398.0
20533,z x  ignition,"Adventure, Fantasy, Game, Sci-Fi",TV,12,6.68,24788.0
2028,zettai muteki raijin oh  1992 ,"Mecha, Sci-Fi, Shounen",OVA,4,6.68,224.0
4469, hack  g u  trilogy  parody mode,"Comedy, Fantasy, Game, Parody, Sci-Fi",Special,1,6.67,7952.0
2041,ai to yuuki no pig girl tonde buurin,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",TV,51,6.67,6183.0
9548,alps no shoujo heidi  alm no yama hen,"Drama, Historical, Slice of Life",Movie,1,6.67,724.0
591,amaenaide yo  ,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.67,48939.0
1348,bubblegum crash,"Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.67,4826.0
31048,burenai ai de,Music,Music,1,6.67,522.0
33360,code geass  boukoku no akito final   itoshiki monotachi e picture drama,"Comedy, Military",Special,1,6.66,1732.0
5147,comic party revolution ova,Comedy,OVA,4,6.67,2237.0
1153,crying freeman,"Action, Drama, Martial Arts, Police, Romance, Seinen",OVA,6,6.67,4747.0
2638,doraemon  it  039 s spring ,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.67,476.0
7775,futatsu no kurumi,Drama,Special,1,6.67,552.0
10118,ginga tetsudou 999  jikuu wo koeta energy no tabi,"Adventure, Drama, Sci-Fi",ONA,5,6.67,378.0
5276,happy happy clover,"Comedy, Fantasy, Kids, Shoujo",TV,13,6.67,623.0
33421,hitori no shita  the outcast,"Action, Super Power, Supernatural",TV,12,6.67,36343.0
11101,honoo no alpenrose,"Drama, Historical, Romance, Shoujo",OVA,2,6.67,229.0
1085,interlude,"Adventure, Horror, Mystery",OVA,3,6.67,7573.0
3436,meme iroiro yume no tabi,"Adventure, Kids, Sci-Fi",TV,127,6.67,317.0
1062,nekojiru gekijou jirujiru original,"Action, Comedy",TV,27,6.67,6303.0
2710,nintama rantarou movie,"Comedy, Shounen",Movie,1,6.67,258.0
10886,nurarihyon no mago  jump super anime tour special,"Action, Demons, Shounen, Sports, Supernatural",Special,1,6.67,4076.0
32359,pokemon xy amp z  subete no nazo wo tokiakase ,"Action, Adventure, Fantasy, Kids",Special,1,6.67,1043.0
6609,pucca  2006 ,"Comedy, Parody, Romance",TV,26,6.67,4425.0
5288,rahxephon specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,2,6.67,2566.0
197,rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",TV,24,6.67,16672.0
31593,rokka no yuusha picture drama,"Action, Adventure, Fantasy, Magic, Mystery",Special,3,6.68,3912.0
3735,ryuuseiki gakusaver,"Action, Comedy, Mecha, Parody, School, Sci-Fi, Space",OVA,6,6.67,547.0
9916,samurai giants,Sports,TV,46,6.67,319.0
28283,sengoku musou,"Action, Historical, Samurai",TV,12,6.67,13272.0
1012,sexy commando gaiden  sugoiyo   masaru san specials,"Comedy, Martial Arts, School, Shounen",Special,2,6.67,1029.0
3410,sky girls specials,"Comedy, Mecha, Military, Sci-Fi",Special,9,6.67,3008.0
9494,soukyuu no fafner  arcadian memory,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723.0
13679,tottoko hamtarou hai ,"Adventure, Kids",TV,77,6.67,1616.0
30437,wakako zake,"Seinen, Slice of Life",TV,12,6.67,18933.0
8598,yuki,"Adventure, Demons, Fantasy",Movie,1,6.67,408.0
24751,akuma no riddle  shousha wa dare  nukiuchi test,"Action, Comedy, Ecchi, Shoujo Ai",Special,1,6.66,19147.0
3800,arrow emblem grand prix no taka,"Cars, Drama, Sports",TV,44,6.66,820.0
31387,aru hi inu no kuni kara tegami ga kite,"Drama, Shoujo",OVA,1,6.66,1302.0
3081,attacker you ,"Action, Romance, Shoujo, Sports",TV,58,6.66,2733.0
1185,battle athletess daiundoukai,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6,6.66,3115.0
3389,bus gamer,Action,TV,3,6.66,20550.0
5189,chou tokkyuu hikarian,"Action, Adventure, Kids",TV,156,6.66,337.0
3035,chouon senshi borgman,"Action, Demons, Sci-Fi, Shounen",TV,35,6.66,947.0
2696,crusher joe  1989 ,"Action, Adventure, Sci-Fi",OVA,2,6.66,1279.0
21599,fight ippatsu  juuden chan   ova,"Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285.0
7744,fight ippatsu  juuden chan   specials,"Comedy, Ecchi",Special,6,6.66,4700.0
3185,fortune quest l,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845.0
11307,ginga patrol pj,"Drama, Military, Sci-Fi, Space",TV,26,6.66,316.0
10187,hensemi  tv ,"Comedy, Ecchi, Seinen",TV,13,6.66,27878.0
10338,honto ni atta  reibai sensei,"Comedy, School, Shounen, Supernatural",TV,22,6.66,5082.0
32214,koukaku no pandora,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545.0
2895,kujiratori,Adventure,Movie,1,6.66,1572.0
3054,la seine no hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964.0
12661,light lag,Music,Music,1,6.66,891.0
3391,maicching machiko sensei,"Comedy, Ecchi, School",TV,95,6.66,891.0
4640,maroko,"Comedy, Sci-Fi",Movie,1,6.66,353.0
32446,monster generation,Music,Music,1,6.66,468.0
30757,monster strike,"Action, Fantasy, Game",ONA,51,6.66,7089.0
31144,mottainai,Slice of Life,Special,1,6.66,2234.0
31621,ooyasan wa shishunki ,"Comedy, Slice of Life",TV,12,6.66,24131.0
31797,ore ga ojousama gakkou ni  quot shomin sample quot  toshite gets sareta ken specials,"Comedy, Ecchi, Harem, Romance, School",Special,6,6.66,6878.0
682,otogi story tenshi no shippo,"Comedy, Fantasy, Harem, Magic, Romance",TV,12,6.66,9099.0
438,phantom the animation,"Action, Drama, Shounen",OVA,3,6.66,9285.0
16680,pokemon best wishes  season 2  shinsoku no genosect   mewtwo kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,12517.0
8709,pokemon  pikachu koori no daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447.0
10916,pokemon  pikachu no fuyuyasumi  2000 ,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379.0
25867,rolling girls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310.0
27741,shounen hollywood  holly stage for 50,"Music, Shoujo, Slice of Life",TV,13,6.66,3800.0
10384,sono hanabira ni kuchizuke wo  reo x mai diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125.0
2766,super doll licca chan,"Adventure, Comedy, Magic",TV,52,6.66,1826.0
18799,take your way,"Action, Music, Seinen, Supernatural",Music,1,6.66,1387.0
4427,tatakae   ramenman,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,6.66,431.0
6468,tensai bakabon,"Comedy, Slice of Life",TV,40,6.66,313.0
5535,tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280.0
4387,ufo robo grendizer tai great mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923.0
715,yume de aetara,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,3,6.66,2703.0
12437,yuri seijin naoko san  2012 ,Comedy,OVA,1,6.66,6578.0
15951,amagami ss  plus picture drama,Romance,Special,2,6.65,8232.0
1370,atama yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541.0
1682,baldr force exe resolution,"Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443.0
31573,brave beats,"Adventure, Music",TV,22,6.65,2299.0
16614,busou shinki ova,"Action, Sci-Fi",OVA,1,6.65,4158.0
9558,cheung gong chat hou,Kids,Movie,1,6.65,215.0
3522,choujin locke,"Action, Sci-Fi, Super Power",Movie,1,6.65,1250.0
1794,dirty pair no ooshoubu  nolandia no nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045.0
9493,dororon enma kun meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006.0
1189,eden  039 s bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106.0
5883,examurai sengoku,"Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701.0
29231,fushigiboshi no futagohime gyu  recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220.0
2061,gall force 2  destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372.0
19271,gekitou  crush gear turbo  kaizabaan no chousen,"Shounen, Sports",Movie,1,6.65,273.0
3433,go q choji ikkiman,"Sci-Fi, Sports",TV,32,6.65,295.0
9900,hamster club,Kids,TV,140,6.65,318.0
8101,hensemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029.0
33309,jie mo ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942.0
3435,joou heika no petite angie,"Historical, Mystery, Shoujo",TV,26,6.65,451.0
11583,kami nomi zo shiru sekai  natsu iro surprise,Music,Music,1,6.65,5772.0
5828,kishin douji zenki gaiden  anki kitan,"Action, Supernatural",OVA,1,6.65,892.0
33118,kuma miko specials,"Comedy, Seinen",Special,2,6.65,4237.0
3878,mahou shoujo lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635.0
31448,mahouka koukou no rettousei  yoku wakaru mahouka  special,"Comedy, Magic",Special,1,6.64,3111.0
32324,major 2nd,"Shounen, Sports",Special,1,6.65,458.0
31560,miss monochrome  the animation 3,"Comedy, Music, Slice of Life",TV,13,6.66,7905.0
23943,mobile suit gundam unicorn  one of seventy two,Mecha,Special,1,6.65,889.0
4421,moetan specials,"Comedy, Ecchi, Magic, School",Special,2,6.65,4036.0
32829,nobunaga no shinobi,"Comedy, Historical",TV,2.0,6.65,7207.0
6625,nono chan,"Comedy, Slice of Life",TV,61,6.65,367.0
31452,norn9  norn nonet,"Adventure, Fantasy, Josei, Romance",TV,12,6.65,38139.0
32190,omoi no kakera,Slice of Life,Special,1,6.65,2301.0
4910,pokemon  pikachu no wanpaku island,"Adventure, Comedy, Fantasy, Kids",Special,1,6.65,6379.0
4792,pokemon  pikachu tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702.0
1298,project a ko 4  final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467.0
17913,redial,Music,Music,1,6.66,1710.0
1693,reideen,"Action, Mecha, Sci-Fi",TV,26,6.65,5736.0
13517,ryuugajou nanana no maizoukin,"Comedy, Supernatural",Special,1,6.66,7177.0
10687,saint seiya  legend of sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776.0
19919,tesagure  bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670.0
471,to heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877.0
2699,uchuu kaizoku mito no daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009.0
4371,uchuu senshi baldios  movie ,"Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451.0
1233,aozora shoujo tai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596.0
17092,dallyeola hani,Sports,TV,13,6.64,209.0
30127,danchigai,"Comedy, Slice of Life",TV,12,6.64,37913.0
17705,dd hokuto no ken  2013 ,"Parody, Seinen",TV,13,6.64,1805.0
660,denshin mamotte shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",OVA,8,6.64,2372.0
4554,dokkiri doctor,"Comedy, Slice of Life",TV,26,6.64,472.0
12885,dynamic super robots soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507.0
31070,etotama specials,"Action, Comedy, Fantasy",Special,6,6.64,3753.0
1733,ex driver  nina  amp  rei danger zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297.0
1799,fatal fury  legend of the hungry wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353.0
21373,freezing vibration specials,"Action, Comedy, Ecchi",Special,6,6.64,12299.0
125,futakoi,"Comedy, Romance, School",TV,13,6.64,23968.0
8765,futarigurashi,"Comedy, Ecchi, Romance",TV,36,6.64,551.0
30531,gakuen handsome the animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038.0
8538,gokujou   mecha mote iinchou second collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223.0
24695,gokukoku no brynhildr special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758.0
14145,hanayaka nari  waga ichizoku  kinetograph,"Drama, Historical, Josei",OVA,2,6.64,8305.0
20381,jungle taitei movie,"Adventure, Shounen",Movie,1,6.64,271.0
3100,kamen rider sd kaiki   kumo otoko,"Action, Parody",OVA,1,6.64,575.0
5153,kikou kai galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164.0
4504,kinkyuu hasshin saver kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225.0
21241,kyoukai no kanata  idol saiban  mayoi nagara mo kimi wo sabaku tami,Comedy,ONA,5,6.64,19389.0
31866,last exile  ginyoku no fam movie   over the wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948.0
6368,legend of regios,Magic,Special,3,6.64,6194.0
783,miami guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765.0
2306,mobile suit sd gundam  039 s counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982.0
4536,muteki robo trider g7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350.0
8487,onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736.0
4013,paul no miracle daisakusen,"Action, Adventure, Kids",TV,51,6.64,413.0
10917,pokemon  pikachu no fuyuyasumi  2001 ,"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079.0
1297,project a ko 3  cinderella rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601.0
2031,shining tears x wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477.0
6885,sora no manimani specials,"Comedy, School, Slice of Life",Special,3,6.64,4444.0
684,tenshi no shippo chu ,"Fantasy, Magic, Romance",TV,11,6.64,3674.0
9531,tezuka osamu monogatari  boku wa son gokuu,Adventure,Special,1,6.64,244.0
21353,tokyo esp,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168.0
33377,trickster  edogawa ranpo  quot shounen tanteidan quot  yori,Mystery,TV,24,6.64,52260.0
4132,wakakusa no yon shimai,"Drama, Historical, Slice of Life",TV,26,6.64,476.0
718,yume de aetara  tv ,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821.0
30056,amagi brilliant park  wakuwaku mini theater   rakugaki backstage,Comedy,Special,7,6.63,14515.0
10196,baby princess 3d paradise 0  love ,"Ecchi, Harem, Seinen",OVA,1,6.63,17570.0
32311,beautiful world,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215.0
13253,blossom,Music,Movie,1,6.63,2825.0
2640,doraemon  it  039 s summer ,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487.0
33222,fudanshi koukou seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360.0
26053,futari wa precure  splash star maji doki  theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609.0
6472,gakkou no kowai uwasa  hanako san ga kita  ,Horror,TV,35,6.63,637.0
2062,gall force 3  stardust war,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281.0
2617,ghiblies,Comedy,Special,2,6.63,3230.0
23137,girls und panzer heartful tank disc picture drama,"Military, School",Special,4,6.63,2296.0
8839,gundam neo experience 0087  green divers,"Adventure, Mecha, Space",Movie,1,6.63,1849.0
2207,hamelin no violin hiki  the movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551.0
25861,inugami san to nekoyama san special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062.0
33129,joker game  kuroneko yoru no bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011.0
6657,joshikousei  girl  039 s high specials,"Comedy, Slice of Life",Special,3,6.63,2920.0
6375,kagaku ninja tai gatchaman f,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810.0
3273,kinnikuman  1984 ,"Action, Comedy, Shounen, Sports",Movie,1,6.63,474.0
6509,kiteretsu daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083.0
7430,konjiki no gash bell    ougon no chichi wo motsu otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991.0
10671,morita san wa mukuchi ,"Comedy, School, Slice of Life",TV,13,6.63,15046.0
24175,nozo x kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526.0
17157,nozoki ana,"Comedy, Drama, Ecchi",OVA,1,6.63,21200.0
612,petopeto san,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956.0
2842,pokemon fushigi no dungeon  shutsudou pokemon kyuujotai ganbaruzu ,"Adventure, Fantasy",Special,1,6.63,8541.0
4962,rokumon tengai mon colle knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625.0
30088,ryoutei no aji,Slice of Life,Special,4,6.63,538.0
8900,saru getchu  on air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263.0
4067,shin megami tensei devil children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110.0
1836,shuffle  memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109.0
5583,sonic  night of the werehog,Action,ONA,1,6.63,3424.0
1044,taiyou no ouji  horus no daibouken,"Adventure, Drama, Magic",Movie,1,6.63,3717.0
2560,terra e   ,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807.0
2552,tetsuko no tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292.0
30250,triage x  recollection xoxo,"Action, Ecchi, School, Shounen",OVA,1,6.63,8509.0
12317,upotte  ,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759.0
1276,ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317.0
55,arc the lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392.0
30953,arslan senki  tv  specials,Comedy,Special,8,6.62,5241.0
4975,chäos head,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337.0
5449,chibi kero  kerobouru no himitsu  ,Comedy,Special,1,6.62,625.0
33145,detective conan  nazo no suisei kaijuu wo oe ,Mystery,OVA,1,6.62,976.0
33069,dimension w special,"Sci-Fi, Seinen",Special,1,6.62,4593.0
